Sample_ID,Model,System_Prompt,Question,Context,Reasoning_Log,Ground_Truth_Answer,Internal_Reasoning
10,arcee-ai/Arcee-VyLinh,Reasoner_EN,Nêu tên các triệu chứng vận đông điển hình của bệnh Parkinson?,"Là những triệu chứng ảnh hưởng đến chức năng vận động của cơ thể. Đây là những triệu chứng rõ ràng nhất của bệnh Parkinson. Các triệu chứng vận động chính của bệnh là run, chậm vận động, cứng khớp và cân bằng kém (mất ổn định tư thế). Ở giai đoạn đầu, những triệu chứng này thường nhẹ. Các triệu chứng thường bắt đầu ở một bên của cơ thể và có thể tiến triển thành hai bên sau một vài năm. Khi diễn tiến nặng dần, một vài người có thể gặp khó khăn trong việc đi lại, nói chuyện và các công việc thường ngày khác. Các triệu chứng này thường tiến triển chậm. Tuy nhiên tốc độ diễn tiến sẽ khác nhau ở mỗi người. Các triệu chứng của bệnh Parkinson có thể được kiểm soát tốt trong một thời gian dài. - Run Run điển hình trong bệnh Parkinson là run khi nghỉ. Trong giai đoạn sớm, thường là run không liên tục và khó phát hiện. Một số bệnh nhân cho thấy rằng cảm giác “run bên trong” ở tay, chân hoặc cơ thể mà không thể thấy được. Sau này khi cường độ run nhiều hơn, người ta sẽ dễ chú ý hơn. Run thường xảy ra ở một tay và được mô tả như là đang “lăn viên thuốc”. Sau một vài năm có thể diễn tiến thành run hai bên. Các bộ phận khác cũng có thể bị run như chân, môi, hàm hoặc lưỡi. Tuy vậy, run trong bệnh Parkinson thường không ảnh hưởng đến đầu. Bên bị run đầu tiên cũng có xu hướng bị nặng hơn trong suốt diễn tiến của bệnh. - Chậm vận động Đa số mọi bệnh nhân bệnh Parkinson đều có chậm vận động và có thể làm cho người bệnh cảm thấy yếu sức, mệt mỏi. Ở cánh tay, chậm vận động có thể gây khó khăn trong những hoạt động như cài nút áo, buộc dây giày, đánh máy tính… Chậm vận động có thể khiến cho người bệnh khó nhấc chân lên khi đi, bước đi chậm ngắn hơn và cảm giác không vững. Người bệnh cũng có thể gặp những khó khăn khi thay đổi tư thế từ đang ngồi sang đứng dậy. - Cứng cơ Có thể gặp trong vận động của tay, chân hoặc thân mình. Thường khởi đầu ở một bên của cơ thể cùng những triệu chứng khác như run, chậm vận động. Khi bệnh tiến triển, có thể ảnh hưởng cả hai bên. - Mất thăng bằng (mất ổn định tư thế) Thông thường những phản xạ tự động trong não giúp chúng ta giữ được thăng bằng khi đi hoặc đứng. Ở những người bệnh Parkinson những phản xạ tự động này thường giảm hoặc mất, khiến cho người bệnh bị mất thăng bằng. Mất thăng bằng thường hiếm gặp ở giai đoạn đầu của bệnh, mà thường gặp ở giai đoạn trễ. Khi các phản xạ tự động bị mất, người bệnh có thể gặp khó khăn nhiều hơn trong việc đi lại, thậm chí có thể cần có người hỗ trợ hoặc ngồi xe lăn. Nếu như mất thăng bằng tiến triển sớm ở giai đoạn đầu của bệnh, thì sẽ ít khi nghĩ đến bệnh Parkinson hơn, mà có thể nghĩ đến hội chứng Parkinson khác như teo cơ hệ thống hoặc liệt trên nhân tiến triển.","Follow-up Question: What are the key motor symptoms of Parkinson's disease?
Follow-up Answer: The key motor symptoms of Parkinson's disease include:

1. Run (tremor)
2. Slowed movement (bradykinesia)
3. Stiffness (rigidity)
4. Balance problems (postural instability)","Các triệu chứng vận đông điển hình của bệnh Parkinson là run, chậm vận đông, cứng khớp và mất thăng bang (mất ổn định tư thể).",Run chậm vận động cứng khớp mất thăng bằng
11,arcee-ai/Arcee-VyLinh,Reasoner_EN,Trong trường hợp nào thì Bisoloc được sử dụng để điều trị suy tim?,"Bisoloc được chỉ định trong một số trường hợp: - Tăng huyết áp.
- Đau thắt ngực.
- Suy tim mạn ổn định, từ vừa đến nặng, kèm giảm chức năng tâm thu thất trái đã được điều trị cùng với các thuốc ức chế enzym chuyển, lợi tiểu, và với glycosid trợ tim. Chỉ định này do thầy thuốc chuyên khoa quyết định Bạn nên nhớ đây là thuốc bán theo đơn và chỉ được sử dụng khi có chỉ dẫn của bác sĩ.","Follow-up Question: What specific conditions allow the use of Bisoloc for the treatment of heart failure?
Follow-up Answer: The specific conditions that allow the use of Bisoloc for the treatment of heart failure are:

- Systolic heart failure, from mild to moderate severity, that has been treated with other medications such as ACE inhibitors, diuretics, and cardiac glycosides.","Bisoloc được sử dụng để điều trị suy tim mạn ổn định, từ vừa đến nặng, kèm giảm chức năng tâm thu thất trái đã được điều trị cùng với các thuốc ức chế enzym chuyển, lợi tiểu, và với glycosid trợ tim.","Trong trường hợp suy tim mạn ổn định, từ vừa đến nặng, kèm giảm chức năng tâm thu thất trái đã được điều trị cùng với các thuốc ức chế enzym chuyển, lợi tiểu, và với glycosid trợ tim thì Bisoloc được sử dụng để điều trị."
12,arcee-ai/Arcee-VyLinh,Reasoner_EN,Tỷ lệ lưu hành của phì đại thất trái trong dân số nói chung là bao nhiêu?,"Phì đại thất trái hiện diện ở 15% đến 20% dân số nói chung. Nó thường phổ biến hơn ở người da đen, người già, người béo phì và bệnh nhân cao huyết áp. Một đánh giá về dữ liệu siêu âm tim của 37.700 người cho thấy tỷ lệ lưu hành LVH là 19% – 48% ở người cao huyết áp không được điều trị. Và 58% -77% ở bệnh nhân tăng huyết áp có nguy cơ cao. Sự hiện diện của béo phì cũng làm tăng gấp 2 lần nguy cơ phát triển LVH. Tỷ lệ lưu hành LVH dao động từ 36% đến 41% trong dân số, tùy thuộc vào tiêu chí được sử dụng để xác định nó. Tỷ lệ lưu hành LVH không được báo cáo là khác biệt giữa nam và nữ (khoảng 36,0% so với 37,9% . Tỷ lệ phì đại tâm thấn trái lệch tâm tương đối nhiều hơn so với phì đại đồng tâm.","Follow-up Question: What is the prevalence of left ventricular hypertrophy in the general population?
Follow-up Answer: The prevalence of left ventricular hypertrophy in the general population is 15% to 20%.",Tỷ lệ lưu hành của phì đại thất trái trong dân số nói chung dao động từ 15% đến 20%.,15% đến 20%
13,arcee-ai/Arcee-VyLinh,Reasoner_EN,"Trong trường hợp máu mất rỉ ra và không được phát hiện, người bệnh sẽ có những dấu hiệu gì?",#NAME?,"Follow-up Question: What are the early signs that appear when blood loss occurs and is not detected?
Follow-up Answer: The early signs that appear when blood loss occurs and is not detected include xanthochromia (xanh xao), fatigue, lethargy, and decreased cognitive function and movement.","Nếu máu mất rỉ ra mà không được phát hiện, người bệnh sẽ có những dấu hiệu của thiếu máu mạn như xanh xao, mệt mỏi, giảm trí nhớ, giảm vận động,…","Người bệnh sẽ có dấu hiệu như xanh xao, mệt mỏi, giảm trí nhớ và giảm vận động."
14,arcee-ai/Arcee-VyLinh,Reasoner_EN,Tác dụng của thuốc cisapride trên trẻ em như thế nào?,Thuốc cisaprid bài tiết qua sữa mẹ. Nên thận trọng khi dùng thuốc cho phụ nữ trong thời kỳ cho con bú. Tác dụng trên trẻ em chưa được rõ.,"Follow-up Question: What is the known effect of cisapride on children?
Follow-up Answer: The known effect of cisapride on children is not clear.",Tác dụng trên trẻ em chưa được rõ.,Thuốc cisapride không có tác dụng rõ ràng trên trẻ em.
15,arcee-ai/Arcee-VyLinh,Reasoner_EN,Giải áp vi mạch là phương pháp như thế nào?,"Một số thủ thuật thường có thể giúp kiểm soát cơn đau do đau dây thần kinh sinh ba nếu điều trị thuốc thất bại, bao gồm: Cắt rễ bằng tần số phóng xạ nhiệt Đây là phương pháp ứng dụng nhiều nhất bằng cách tạo ra tổn thương nhiệt ở hạch hoặc dây thần kinh sinh ba. Ưu điểm: Giảm đau trong giai đoạn ngắn > 80% bệnh nhân điều trị. Nhược điểm: - Những nghiên cứu lâu dài cho thấy đau tái phát trong một số phần trăm bệnh nhân.
- Các biến chứng bao gồm tê một phần mặt, thỉnh thoảng có loạn cảm khó chịu, yếu cơ cắn, và nguy cơ mất phân bố thần kinh giác mạc gây viêm giác mạc thứ phát khi điều trị ở cho nhánh V1 trong đau thần kinh sinh ba. Phẫu thuật phóng xạ bằng tia Gamma Phương pháp này mang lại hiệu quả giảm đau hoàn toàn cho hơn 2/3 bệnh nhân. Ưu điểm: Sự đáp ứng giảm đau thường kéo dài theo thời gian. Các nguy cơ biến chứng nguy hiểm thấp hơn so với phương pháp cắt rễ bằng tần số phóng xạ nhiệt Nhược điểm: Ít hiệu quả hơn một chút so với cắt rễ bằng tần số phóng xạ nhiệt Giải áp vi mạch Phương pháp này đòi hỏi một thủ thuật mở hộp sọ dưới chẩm. Phù hợp với những người có sức khỏe tốt, có thể chịu được phẫu thuật và gây mê toàn thân và có thể chịu được lối sống phù hợp với thời gian hồi phục từ bốn đến sáu tuần. ` Bác sĩ phẫu thuật rạch một đường sau tai và cắt bỏ một mảnh hộp sọ nhỏ để tiếp cận với dây thần kinh và mạch máu. Sau đó, bác sĩ phẫu thuật đặt một lớp đệm cách nhiệt xung quanh mạch máu để nó không còn chèn ép hoặc cọ xát vào dây thần kinh Ưu điểm: - Trong các phương pháp điều trị phẫu thuật khác nhau, nó có tỉ lệ thành công lâu dài cao nhất (~50% bệnh nhân giảm đau hoàn toàn sau 3 năm thực hiện phương pháp này).
- Ngoài ra, có thể thực hiện thực hiện ở bệnh nhân trước đây đã cắt rễ bằng tần số phóng xạ nhiệt hay phẫu thuật phóng xạ bằng tia Gamma có đau trở lại.
- Giải toả áp lực lên dây thần kinh sinh ba.
- Trên 70% có hiệu quả với tỉ lệ thấp tái phát đau. Nhược điểm: Số ít phần trăm các trường hợp tổn thương dây thần kinh sọ VII và VIII quanh thời điểm phẫu thuật. Mặc dù đau dây thần kinh sinh ba không gây tử vong, nhưng những cơn đau và sự lo lắng mà nó gây ra có thể làm giảm chất lượng cuộc sống của một người. Vì thế bệnh nhân cần hợp tác chặt chẽ với bác sỹ để tìm ra phương pháp điều trị tốt nhất cho mỗi cá nhân. Phẫu thuật điều trị bệnh rất tinh vi và chính xác vì vùng liên quan rất nhỏ. Do đó, cần tìm đến các bác sĩ phẫu thuật thần kinh có kinh nghiệm để khám và điều trị hiệu quả nhất.","Follow-up Question: What is the Solenoid Embolization method?
Follow-up Answer: The Solenoid Embolization method involves a surgical procedure where a surgeon makes a small incision behind the ear to access the nerve and blood vessels. They then place a layer of insulating material around the blood vessels to relieve pressure on the sciatic nerve.","Giải áp vi mạch là phương pháp phẫu thuật mở hộp sọ dưới chẩm, bác sĩ sẽ rạch một đường sau tai và cắt bỏ một mảnh hộp sọ nhỏ để tiếp cận với dây thần kinh và mạch máu. Sau đó, bác sĩ sẽ đặt một lớp đệm cách nhiệt xung quanh mạch máu để nó không còn chèn ép hoặc cọ xát vào dây thần kinh.","Bác sĩ phẫu thuật rạch một đường sau tai và cắt bỏ một mảnh hộp sọ nhỏ để tiếp cận với dây thần kinh và mạch máu. Sau đó, bác sĩ phẫu thuật đặt một lớp đệm cách nhiệt xung quanh mạch máu để nó không còn chèn ép hoặc cọ xát vào dây thần kinh"
16,arcee-ai/Arcee-VyLinh,Reasoner_EN,Phương pháp nào được sử dụng để chiết xuất tinh dầu hoa cam?,"Tinh dầu hoa cam là tinh dầu chiết xuất từ hoa của cây cam đắng. Tên khoa học: Citrus aurantium L.1 Người ta dùng phương pháp chưng cất tinh dầu bằng hơi nước (steam distillation) hoặc chưng cất hydro (hydrodistillation). Để chiết tách triệt để tinh dầu, người ta còn dùng thêm một số loại dung môi hóa học như hexan. Sau đó tách lọc dung môi, cô đặc mới thu được toàn bộ lượng tinh dầu. Tinh dầu này có mùi hoa ngọt, màu vàng nhạt, và hơi đắng nhẹ.","Follow-up Question: What are the two main methods used for extracting essential oil from cam sweet orange flowers?
Follow-up Answer: The two main methods used for extracting essential oil from cam sweet orange flowers are:

1. Steam distillation (chưng cất tinh dầu bằng hơi nước)
2. Hydrodistillation (chưng cất hydro)",Phương pháp chưng cất tinh dầu bằng hơi nước (steam distillation) hoặc chưng cất hydro (hydrodistillation) được sử dụng để chiết xuất tinh dầu hoa cam.,Phương pháp chưng cất tinh dầu bằng hơi nước và chưng cất hydro được sử dụng để chiết xuất tinh dầu hoa cam.
17,arcee-ai/Arcee-VyLinh,Reasoner_EN,Thành phần của bài thuốc trị đau bao tử do lạnh dùng Xuyên tiêu gồm những gì?,"Xuyên tiêu 4g, Phụ tử 10g (sắc trước), Khương bán hạ 10g. Tán bột mịn làm hoàn, mỗi lần uống 6g, ngày 2 lần.","Follow-up Question: What are the ingredients of the formula used to treat stomach pain due to cold, specifically including Xuyên tiêu?
Follow-up Answer: The ingredients of the formula include:
- Xuyên tiêu 4g
- Phụ tử 10g (to be decocted first)
- Khương bán hạ 10g

The formula is prepared by grinding the ingredients into a fine powder, making a pill, and each dose is 6g, taken twice a day.","Bài thuốc này bao gồm Xuyên tiêu 4g, Phụ tử 10g, Khương bán hạ 10g.","Xuyên tiêu 4g, Phụ tử 10g, Khương bán hạ 10g"
18,arcee-ai/Arcee-VyLinh,Reasoner_EN,Thành phần chính có trong thuốc Alpha-Kiisin là gì?,"Thuốc Alpha-Kiisin được sản xuất bởi Công ty Cổ phần Pymepharco. Thuốc có thành phần chính là Chymotrypsine (hay Alpha-chymotrypsine). Thuốc được chỉ định dùng trong chống viêm, chống phù nề dạng men. Thuốc có dạng viên nén, 1 hộp gồm 10 vỉ x 10 viên.","Follow-up Question: What is the active ingredient in Alpha-Kiisin?
Follow-up Answer: The active ingredient in Alpha-Kiisin is Chymotrypsine (or Alpha-chymotrypsine).",Thành phần chính có trong thuốc Alpha-Kiisin là Chymotrypsine (hay Alpha-chymotrypsine).,Thành phần chính có trong thuốc Alpha-Kiisin là Chymotrypsine (hoặc Alpha-chymotrypsine).
19,arcee-ai/Arcee-VyLinh,Reasoner_EN,Nêu tên một số loại thuốc có thể gây suy yếu sự bài tiết của bilirubin liên hợp?,"Bilirubin liên hợp được bài tiết qua màng ống mật của tế bào gan, vận chuyển tích cực ngược chiều gradient nồng độ. Sự tái hấp thu của bilirubin liên hợp bởi các tế bào gan được trung gian bởi các chất vận chuyển anion hữu cơ bề mặt. Tăng cường lưu lượng mật (ví dụ bằng cách truyền muối mật) hoặc điều trị bằng phenobarbital làm tăng khả năng bài tiết bilirubin tối đa. Mặt khác, sự bài tiết của bilirubin liên hợp bị suy yếu trong một số tình trạng mắc phải (ví dụ, viêm gan do rượu hoặc virus, ứ mật của thai kỳ) và các rối loạn di truyền. Nó cũng có thể được gây ra bởi nhiều loại thuốc (ví dụ, steroid được alkyl hóa, chlorpromazine).","Follow-up Question: What types of drugs can cause the excretion of conjugated bilirubin to be weakened?
Follow-up Answer: Drugs such as alkylated steroids and chlorpromazine can cause the excretion of conjugated bilirubin to be weakened.","Một số loại thuốc có thể gây suy yếu sự bài tiết của bilirubin liên hợp bao gồm steroid được alkyl hóa, chlorpromazine.",Thuốc như steroid được alkyl hóa và chlorpromazine có thể gây suy yếu sự bài tiết của bilirubin liên hợp.
